cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score
2011-2012,4110,Fitzsimons High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2011-2012,4110,Fitzsimons High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,6,s,s
2011-2012,4110,Fitzsimons High School,District,6-Year Graduation Rate,Gender,Female,1,s,s
2011-2012,4110,Fitzsimons High School,District,6-Year Graduation Rate,Gender,Male,5,s,s
2011-2012,4110,Fitzsimons High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,6,s,s
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,All Students,All Students,123,37,30.08
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,ELL,EL,2,s,s
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,ELL,Non-EL,121,s,s
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,102,27,26.47
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,21,10,47.62
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Ethnicity,American Indian/Alaskan Native,1,s,s
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,115,36,31.3
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,3,s,s
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Ethnicity,White,3,s,s
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Gender,Female,49,17,34.69
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,Gender,Male,74,20,27.03
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,78,26,33.33
2011-2012,4140,Strawberry Mansion High School,District,4-Year Graduation Rate,IEP,IEP,45,11,24.44
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,All Students,All Students,108,45,41.67
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,ELL,EL,1,s,s
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,ELL,Non-EL,107,s,s
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,81,31,38.27
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,27,14,51.85
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Ethnicity,American Indian/Alaskan Native,1,s,s
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,101,44,43.56
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,2,s,s
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Ethnicity,White,3,s,s
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Gender,Female,46,20,43.48
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,Gender,Male,62,25,40.32
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,68,30,44.12
2011-2012,4140,Strawberry Mansion High School,District,5-Year Graduation Rate,IEP,IEP,40,15,37.5
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,All Students,All Students,101,45,44.55
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,ELL,EL,1,s,s
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,ELL,Non-EL,100,s,s
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,77,33,42.86
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,24,12,50
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Ethnicity,American Indian/Alaskan Native,1,s,s
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,94,44,46.81
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,2,s,s
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Ethnicity,White,3,s,s
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Gender,Female,43,20,46.51
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,Gender,Male,58,25,43.1
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,64,30,46.88
2011-2012,4140,Strawberry Mansion High School,District,6-Year Graduation Rate,IEP,IEP,37,15,40.54
2011-2012,4150,Rhodes Middle School,District,4-Year Graduation Rate,All Students,All Students,1,s,s
2011-2012,4150,Rhodes Middle School,District,4-Year Graduation Rate,ELL,Non-EL,1,s,s
2011-2012,4150,Rhodes Middle School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2011-2012,4150,Rhodes Middle School,District,4-Year Graduation Rate,Ethnicity,Black/African American,1,s,s
2011-2012,4150,Rhodes Middle School,District,4-Year Graduation Rate,Gender,Female,1,s,s
2011-2012,4150,Rhodes Middle School,District,4-Year Graduation Rate,IEP,IEP,1,s,s
2011-2012,4330,Robert E. Lamberton High School,District,4-Year Graduation Rate,All Students,All Students,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,4-Year Graduation Rate,ELL,Non-EL,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,2,s,s
2011-2012,4330,Robert E. Lamberton High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2011-2012,4330,Robert E. Lamberton High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,2,s,s
2011-2012,4330,Robert E. Lamberton High School,District,4-Year Graduation Rate,Ethnicity,White,1,s,s
2011-2012,4330,Robert E. Lamberton High School,District,4-Year Graduation Rate,Gender,Male,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,5-Year Graduation Rate,All Students,All Students,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,5-Year Graduation Rate,ELL,Non-EL,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,2,s,s
2011-2012,4330,Robert E. Lamberton High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2011-2012,4330,Robert E. Lamberton High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,2,s,s
2011-2012,4330,Robert E. Lamberton High School,District,5-Year Graduation Rate,Ethnicity,White,1,s,s
2011-2012,4330,Robert E. Lamberton High School,District,5-Year Graduation Rate,Gender,Male,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,6-Year Graduation Rate,All Students,All Students,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,6-Year Graduation Rate,ELL,Non-EL,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,2,s,s
2011-2012,4330,Robert E. Lamberton High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2011-2012,4330,Robert E. Lamberton High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,2,s,s
2011-2012,4330,Robert E. Lamberton High School,District,6-Year Graduation Rate,Ethnicity,White,1,s,s
2011-2012,4330,Robert E. Lamberton High School,District,6-Year Graduation Rate,Gender,Male,3,s,s
2011-2012,4330,Robert E. Lamberton High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,3,s,s
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,All Students,All Students,338,155,45.86
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,ELL,EL,89,42,47.19
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,ELL,Non-EL,249,113,45.38
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,289,123,42.56
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,49,32,65.31
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Ethnicity,Asian,5,s,s
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,83,40,48.19
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,244,109,44.67
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,2,s,s
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Ethnicity,White,4,s,s
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Gender,Female,147,78,53.06
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,Gender,Male,191,77,40.31
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,257,132,51.36
2011-2012,5020,Thomas A. Edison High School,District,4-Year Graduation Rate,IEP,IEP,81,23,28.4
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,All Students,All Students,313,164,52.4
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,ELL,EL,80,43,53.75
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,ELL,Non-EL,233,121,51.93
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,263,130,49.43
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,50,34,68
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Ethnicity,Asian,5,s,s
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,73,41,56.16
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,229,117,51.09
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,2,s,s
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Ethnicity,White,4,s,s
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Gender,Female,133,80,60.15
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,Gender,Male,180,84,46.67
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,235,136,57.87
2011-2012,5020,Thomas A. Edison High School,District,5-Year Graduation Rate,IEP,IEP,78,28,35.9
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,All Students,All Students,301,167,55.48
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,ELL,EL,79,44,55.7
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,ELL,Non-EL,222,123,55.41
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,256,134,52.34
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,45,33,73.33
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Ethnicity,Asian,5,s,s
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,68,41,60.29
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,222,120,54.05
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Ethnicity,Multi Racial/Other,2,s,s
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Ethnicity,White,4,s,s
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Gender,Female,130,82,63.08
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,Gender,Male,171,85,49.71
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,227,136,59.91
2011-2012,5020,Thomas A. Edison High School,District,6-Year Graduation Rate,IEP,IEP,74,31,41.89
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,All Students,All Students,59,58,98.31
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,ELL,EL,2,s,s
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,ELL,Non-EL,57,s,s
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,40,39,97.5
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,19,19,100
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,Ethnicity,Black/African American,39,39,100
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,15,s,s
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,Ethnicity,White,5,s,s
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,Gender,Female,19,19,100
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,Gender,Male,40,39,97.5
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,IEP,Does Not Have IEP,51,s,s
2011-2012,5050,Philadelphia Military Academy,District,4-Year Graduation Rate,IEP,IEP,8,s,s
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,All Students,All Students,59,58,98.31
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,ELL,EL,2,s,s
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,ELL,Non-EL,57,s,s
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,39,38,97.44
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,20,20,100
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,Ethnicity,Black/African American,39,39,100
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,15,s,s
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,Ethnicity,White,5,s,s
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,Gender,Female,19,19,100
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,Gender,Male,40,39,97.5
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,IEP,Does Not Have IEP,51,s,s
2011-2012,5050,Philadelphia Military Academy,District,5-Year Graduation Rate,IEP,IEP,8,s,s
2011-2012,5050,Philadelphia Military Academy,District,6-Year Graduation Rate,All Students,All Students,59,58,98.31
2011-2012,5050,Philadelphia Military Academy,District,6-Year Graduation Rate,ELL,EL,2,s,s
2011-2012,5050,Philadelphia Military Academy,District,6-Year Graduation Rate,ELL,Non-EL,57,s,s
2011-2012,5050,Philadelphia Military Academy,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,40,39,97.5
